Smiles,Standard Value,Standard Units,pIC50,Molecule ChEMBL ID
CCOc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1NC(=O)[C@@H]1COC(=O)N1,0.71,nM,9.15,CHEMBL3818563
CC(C)(O)Cn1/c(=N/C(=O)c2cccc(-c3cccnc3)c2)[nH]c2ccccc21,173.0,nM,6.76,CHEMBL4444231
C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccnc4)ccc23)c(OC)cc1N(C)CCN(C)C,29.0,nM,7.54,CHEMBL4080424
COc1cc2ncnc(Nc3ccccc3F)c2cc1OC.Cl,32.2,nM,7.49,CHEMBL1204360
C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)C(C)C5)cc4OC)nc32)c1,169.2,nM,6.77,CHEMBL4091276
C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)nc4)nc32)c1,1.4,nM,8.85,CHEMBL4086000
C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CC(C)N(C)C(C)C5)cc4OC)nc32)c1,3.3,nM,8.48,CHEMBL4072048
CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,0.95,nM,9.02,CHEMBL53777
CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,22.0,nM,7.66,CHEMBL53777
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21,260.0,nM,6.58,CHEMBL301612
C=CC(=O)Nc1cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)ccc1C,2.3,nM,8.64,CHEMBL4083486
CN(C)C/C=C/C(=O)Nc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1O[C@@H]1CCOC1,0.32,nM,9.49,CHEMBL4759112
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCC(=O)NO)nn1,0.33,nM,9.48,CHEMBL4793338
C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCC(=O)NO)nn1,1.1,nM,8.96,CHEMBL4759697
CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1,630.0,nM,6.2,CHEMBL493428
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC1CC1,2.1,nM,8.68,CHEMBL3622665
C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,2700.0,nM,5.57,CHEMBL114392
Oc1ccc(-c2nc3ccc(O)cc3s2)cc1,130000.0,nM,3.886056647693163,CHEMBL44227
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4ccc(C)cc4C)cc3)ncc2F)c1,386.7,nM,6.41,CHEMBL4095271
Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1,2.9,nM,8.54,CHEMBL417420
CCC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,6.8,nM,8.17,CHEMBL4102577
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,0.44,nM,9.36,CHEMBL39337
C=CC(=O)NCCSc1nc(-c2ccc(F)c(C(F)(F)F)c2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,144.0,nM,6.84,CHEMBL4084248
N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1,450000.0,nM,3.3467874862246565,CHEMBL77778
CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc([C@@H](C)O)n4[C@H](C)C(F)(F)F)n2)C[C@H]1F,21000.0,nM,4.68,CHEMBL3736121
CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,584.0,nM,6.23,CHEMBL289213
Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.9,nM,8.23,CHEMBL69071
COc1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,80.0,nM,7.1,CHEMBL589588
CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,35.0,nM,7.46,CHEMBL54067
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,84.0,nM,7.08,CHEMBL52015
Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5CCCN5)sc34)cc2Cl)c1,109.0,nM,6.96,CHEMBL495979
COc1cc(C(N)=O)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,2.0,nM,8.7,CHEMBL3758278
C[C@@H](Nc1ncnc2sc(-c3ccc(C(=O)O)cc3)cc12)c1ccccc1,19.0,nM,7.72,CHEMBL3759980
COCCOc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCOC,6.02,nM,8.22,CHEMBL3765815
COc1cc2ncnc(Nc3cc(C(=O)NC45CC6CC(CC(C6)C4)C5)ccc3C)c2cc1OCCCN1CCOCC1,32.7,nM,7.49,CHEMBL3763701
COCCOc1cc2ncnc(Nc3cccc(NC(=O)C45CC6CC(CC(C6)C4)C5)c3)c2cc1OCCOC,1.63,nM,8.79,CHEMBL3764603
COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,68.0,nM,7.17,CHEMBL15202
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,2900.0,nM,5.54,CHEMBL116595
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,400.0,nM,6.4,CHEMBL116595
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,2500.0,nM,5.6,CHEMBL419047
C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,230.0,nM,6.64,CHEMBL80030
Oc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,2000.0,nM,5.7,CHEMBL266995
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c3s2)C1)N1CCOCC1,50.0,nM,7.3,CHEMBL504117
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Sc5ccccn5)cc4)c3s2)C1)N1CCOCC1,1650.0,nM,5.78,CHEMBL457250
COC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,54.0,nM,7.27,CHEMBL516487
C=CC(=O)N[C@@H]1CCN(c2nc(Nc3ccccc3)nc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)cc23)C1,36.6,nM,7.44,CHEMBL4125764
O=C1NC(=O)N(CCc2ccccc2)/C1=C/c1ccc(O)cc1,19000.0,nM,4.72,CHEMBL213560
C=CC(=O)NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,13.0,nM,7.89,CHEMBL4100759
C=CC(=O)NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,263.0,nM,6.58,CHEMBL4100759
OCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,1.0,nM,9.0,CHEMBL312753
OC[C@@H](Nc1ncnc2[nH]c(-c3ccccc3)cc12)c1ccccc1,0.4,nM,9.4,CHEMBL4780286
C=CC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,3.3,nM,8.48,CHEMBL4087268
C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)c1,1675.0,nM,5.78,CHEMBL4787483
C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(CN5C(=O)c6ccccc6C5=O)cc4)c23)c1,1570.0,nM,5.8,CHEMBL4795165
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)ccc1OCCN(C)C,2.0,nM,8.7,CHEMBL4757145
C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c23)ccc1OCCO,6.0,nM,8.22,CHEMBL4756368
CCC(=O)N1CC[C@H](N2C(=O)N(c3cccc(F)c3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,35.8,nM,7.45,CHEMBL4070404
Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,26.0,nM,7.58,CHEMBL1630113
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,1100.0,nM,5.96,CHEMBL4095071
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCC6(CCN(C)C6)C5)c(C)c4)nc32)C1,295.7,nM,6.53,CHEMBL4086821
CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5C[C@H]6CN(C)C[C@H]6C5)c(C)c4)nc32)C1,216.0,nM,6.67,CHEMBL4096988
COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC,90.0,nM,7.05,CHEMBL248044
COc1cc2ncnc(Nc3cccc(C#Cc4ccccc4)c3)c2cc1OC,921.0,nM,6.04,CHEMBL399735
O=C(O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1O,54.0,nM,7.27,CHEMBL449093
CN(C)CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)c1cc([N+](=O)[O-])ccc1F,9.2,nM,8.04,CHEMBL4796407
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,5.0,nM,8.3,CHEMBL4750196
CC1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,130.0,nM,6.89,CHEMBL398793
Cc1cc(NC2=NC(=O)CS2)no1,81.0,nM,7.09,CHEMBL4755988
Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,10000.0,nM,5.0,CHEMBL247228
Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CO)c1,600.0,nM,6.22,CHEMBL173478
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N(CC)CC)cc3OC)n2)c1,183.0,nM,6.74,CHEMBL4229010
C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)c1,906.0,nM,6.04,CHEMBL4228473
c1ccc(Cc2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,25000.0,nM,4.6,CHEMBL4095623
c1ccc(C(c2ccccc2)c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,45000.0,nM,4.35,CHEMBL4102214
Fc1cccc(COc2ccc(Nc3ncnc4sc(C#CC5CCCN5)cc34)cc2Cl)c1,109.0,nM,6.96,CHEMBL3416635
C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,71.0,nM,7.15,CHEMBL3416634
COc1ccccc1-c1cc2c(N[C@@H](CO)c3ccccc3)ncnc2s1,629.0,nM,6.2,CHEMBL3416593
Brc1cc2c(NCc3ccncc3)ncnc2s1,3883.0,nM,5.41,CHEMBL3416614
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,1600294.82,nM,2.7958000005289265,CHEMBL114728
COCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,330065.4,nM,3.4813999993796183,CHEMBL441279
CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,5500.0,nM,5.26,CHEMBL2385980
CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,850.0,nM,6.07,CHEMBL2385974
CN(C)C/C=C/C(=O)Nc1ccc(-c2cncc(C#N)c2Nc2ccc(F)c(Cl)c2)cc1,3500.0,nM,5.46,CHEMBL2385970
CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO,35.0,nM,7.46,CHEMBL249928
CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)Cc1ccccc1,3.0,nM,8.52,CHEMBL3085376
O=C(C#CCO)Nc1ccc2nccc(Oc3ccc(C(=O)Nc4ccccn4)cc3)c2c1,6.3,nM,8.2,CHEMBL4791702
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,150.0,nM,6.82,CHEMBL1907764
Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,4.786,nM,8.32,CHEMBL93302
CN(C)CCOc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)c4cc([N+](=O)[O-])ccc4F)cc23)cc1Cl,374.0,nM,6.43,CHEMBL4755444
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCNCC1)c1cc([N+](=O)[O-])ccc1F,2.6,nM,8.59,CHEMBL4792426
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc(F)cc(F)c1F,365.0,nM,6.44,CHEMBL4762998
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1ccccc1,27.0,nM,7.57,CHEMBL4755832
O=C(Nc1cc2c(Nc3ccc(OCC4CC4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,71.0,nM,7.15,CHEMBL4777554
O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCNCC1)c1cc([N+](=O)[O-])ccc1F,0.6,nM,9.22,CHEMBL4792426
C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccc(F)cc1,2350.0,nM,5.63,CHEMBL3740102
Cl.NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,1110.0,nM,5.96,CHEMBL1094195
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCC(=O)NO)cc23)c1,15.0,nM,7.82,CHEMBL599398
CN1CCN(C/C=C/C(=O)N2CCCOc3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4cc32)CC1,4870.0,nM,5.31,CHEMBL4639556
Cc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)ccc1F,390.0,nM,6.41,CHEMBL574058
O=C(COc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.25,nM,8.03,CHEMBL604914
CCCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,106.0,nM,6.97,CHEMBL608860
Nc1nc(Nc2ccc(C(F)(F)F)c(F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,91700.0,nM,4.04,CHEMBL1094808
Cc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(N)=S)cc1,7380.0,nM,5.13,CHEMBL1172916
Cl.NC1CCc2[nH]c3ccc(OCCc4ccc(O)cc4)cc3c2C1,15120.0,nM,4.82,CHEMBL1097190
Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccc2)C1,980.0,nM,6.01,CHEMBL1098120
Cl.NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,1120.0,nM,5.95,CHEMBL1094195
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(F)cc1,4120.0,nM,5.38,CHEMBL1172802
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1cccc([N+](=O)[O-])c1,14530.0,nM,4.84,CHEMBL1172950
COc1cc2ncnc(Oc3cccc(Br)c3)c2cc1OC,70.0,nM,7.16,CHEMBL98798
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.091,nM,10.04,CHEMBL53428
Brc1cccc(Nc2ncnc3ccc4cc[nH]c4c23)c1,1.24,nM,8.91,CHEMBL153525
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,10300.0,nM,4.99,CHEMBL116012
O=C(NOCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,50.0,nM,7.3,CHEMBL355294
CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,29.0,nM,7.54,CHEMBL52418
Nc1ccc2cncnc2c1,0.1,nM,10.0,CHEMBL55729
CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)Cc1ccccc1,360.0,nM,6.44,CHEMBL171054
CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)Cc1ccccc1,3500.0,nM,5.46,CHEMBL171054
COC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,1500.0,nM,5.82,CHEMBL77401
C=CC(=O)Nc1ccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)cc1,82.0,nM,7.09,CHEMBL1172773
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,20.0,nM,7.7,CHEMBL939
C=CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,28.0,nM,7.55,CHEMBL1172843
NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccccc1F,13370.0,nM,4.87,CHEMBL1173324
NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(O)cc1,5270.0,nM,5.28,CHEMBL1173667
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2Cl)c1,65.0,nM,7.19,CHEMBL3699600
C=CC(=O)C(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2.692,nM,8.57,CHEMBL510597
C/C=C/C(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,0.6761,nM,9.17,CHEMBL511874
Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,0.4365,nM,9.36,CHEMBL39337
OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,12.02,nM,7.92,CHEMBL37543
O=C(CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21)N1CCOCC1,3.715,nM,8.43,CHEMBL474341
O=C(O)CN1Cc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,5.129,nM,8.29,CHEMBL489308
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,9268.3,nM,5.03,CHEMBL3746168
CCOC(=O)N[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,60.0,nM,7.22,CHEMBL525805
C=CS(=O)(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,2.4,nM,8.62,CHEMBL139095
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCCC3)c2)n1,88.0,nM,7.06,CHEMBL3237931
COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCOc4no[n+]([O-])c4S(=O)(=O)c4ccccc4)CC3)c2)n1,263.0,nM,6.58,CHEMBL3237937
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC1CC1,0.9,nM,9.05,CHEMBL3622664
C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3.3,nM,8.48,CHEMBL139307
CN(CCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)CCS(C)(=O)=O,830.0,nM,6.08,CHEMBL14874
CCOCCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.69,nM,9.16,CHEMBL4473875
Cl.Clc1cccc(Nc2ncnc3ccccc23)c1,50.0,nM,7.3,CHEMBL555321
C[N+](C)(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)Cc1ccc([N+](=O)[O-])cc1.[Br-],0.22,nM,9.66,CHEMBL4439982
CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,47.0,nM,7.33,CHEMBL2348418
NC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,40.0,nM,7.4,CHEMBL461426
C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,9.7,nM,8.01,CHEMBL281300
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)nc4)c3s2)C1)N1CCOCC1,2600.0,nM,5.58,CHEMBL449949
Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCOCCO)cc5)sc34)ccc2[nH]1,657.0,nM,6.18,CHEMBL77342
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.6,nM,8.44,CHEMBL553
C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4cc(OC)c(C5CC5)c(OC)c4)nn32)CC1,450.0,nM,6.35,CHEMBL5288751
CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,6794.8,nM,5.17,CHEMBL287022
Cc1ccc(C2=NN(c3ccccc3)C(c3ccc(OC4CCCC4)cc3)C2)cc1,2160.0,nM,5.67,CHEMBL4578764
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)Cn1ccnc1,8.0,nM,8.1,CHEMBL60826
CCOc1cc2nc(CC)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,9300.0,nM,5.03,CHEMBL126483
C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,0.45,nM,9.35,CHEMBL443523
COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC,3700.0,nM,5.43,CHEMBL104466
Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1C,27.0,nM,7.57,CHEMBL306081
C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4ccncc4)cc23)c1,153.0,nM,6.82,CHEMBL4851176
Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,663.0,nM,6.18,CHEMBL1242026
O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cncc(Br)c1,90.0,nM,7.05,CHEMBL1945448
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1,2010.0,nM,5.7,CHEMBL1241770
CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,954.0,nM,6.02,CHEMBL1230790
COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,18000.0,nM,4.75,CHEMBL1242381
COc1cccc(CNc2ncnc3cc(N)ncc23)c1,2870.0,nM,5.54,CHEMBL332173
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,1000.0,nM,6.0,CHEMBL113863
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC1C(=O)OC,343.0,nM,6.46,CHEMBL359660
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1ccccc1N(C)C,1569.0,nM,5.8,CHEMBL359705
COc1cc(OC)c2c(c1)Oc1ncnc(Nc3cccc(Br)c3)c1NC2,6300.0,nM,5.2,CHEMBL204223
CN(C)CCCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,108.0,nM,6.97,CHEMBL140561
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(F)cc3)cc12)c1ccc(F)cc1,27.0,nM,7.57,CHEMBL1914672
C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,6.0,nM,8.22,CHEMBL3954587
Cc1cccc(CN(Cc2ccc(F)cc2)C(=S)Nc2ccccc2)c1O,8540.0,nM,5.07,CHEMBL589801
Oc1c(Cl)cc(Cl)cc1CN(Cc1ccc(F)cc1)C(=S)Nc1ccccc1,1340.0,nM,5.87,CHEMBL592200
Cc1ccccc1Nc1nc2cc(F)c(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12,17.2,nM,7.76,CHEMBL1916891
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(C(C)(C)C)cc3)c2c1,689.0,nM,6.16,CHEMBL1221700
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN1CCOCC1,1.2,nM,8.92,CHEMBL4288246
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCOCC1,0.6,nM,9.22,CHEMBL4282954
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,5.8,nM,8.24,CHEMBL4279016
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)ccc1N(C)CCN(C)C,1.5,nM,8.82,CHEMBL4282523
C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,1.0,nM,9.0,CHEMBL4290568
C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4cc(Cl)ccc34)n2)c(OC)cc1N(C)CCN(C)C,2.6,nM,8.59,CHEMBL4289490
CCCCCCCCc1ccc(O)cc1,16219.0,nM,4.79,CHEMBL195437
Cc1nc2c(c(C)c1O)/C(=C/c1ccc3ccccc3n1)C(=O)N2,18800.0,nM,4.73,CHEMBL5409736
O=C(N/N=C/c1cnc(N2CCCC2)nc1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,6.3,nM,8.2,CHEMBL5400539
COc1ccc(CCOc2ccc3c(c2)c(CCN)cn3CCCCCc2ccc(SC)cc2)cc1.Cl,2450.0,nM,5.61,CHEMBL1094835
CN(C)c1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl.Cl,1910.0,nM,5.72,CHEMBL3216254
